display_name,text_uuid,sentence_uuid,sentence_obj_in_text,translation,first_word_transcription,first_word_spelling,first_word_number,first_word_obj_in_text,line_number,side,column
BIN 6 95 (NBC 3724),fe7db6ff-5314-8274-1f05-c6683561b2e4,5439ce5d-aa8d-46e0-903c-4204d2dc1d41,19,30 textiles at 11 shekels silver each the debt.,ḫubullum,ḫu-bu-lu-um,11,20,5.0,1,1
BIN 6 95 (NBC 3724),fe7db6ff-5314-8274-1f05-c6683561b2e4,eb8a4f65-cfb8-467f-b001-2e9b8b6f9a06,21,Aršiaḫ brings this to you under my seal.,kunukkīa,ku-nu-ki-a,12,22,5.0,1,1
BIN 6 95 (NBC 3724),fe7db6ff-5314-8274-1f05-c6683561b2e4,696626c8-9bd7-4feb-8353-3839533ebbf8,25,The one ,ṣubātum,TÚG,15,27,7.0,1,1
BIN 6 95 (NBC 3724),fe7db6ff-5314-8274-1f05-c6683561b2e4,8f1b408c-e830-49eb-8f3b-5bb0c5a1351e,35,Let him ... for silver and let the silver go to you so that he turns to you instructions and diminsihed my debt.,ana,a-na,22,37,1.01,3,1
BIN 6 95 (NBC 3724),fe7db6ff-5314-8274-1f05-c6683561b2e4,3cc63873-ed8e-4b52-8c0b-69aa836953f9,62,"My dear father and lord, because (?) ... that ...",kīma,ki-ma,39,63,8.01,5,1
BIN 6 98 (NBC 3733),45e74328-5bbf-acce-a65e-c8fe6ddc280e,009fe39e-9469-46d7-963e-d1adcec23a9d,3,To Pūšu-kēn from Idī-Kūbum:,ana,a-na,1,5,1.0,1,1
BIN 6 98 (NBC 3733),45e74328-5bbf-acce-a65e-c8fe6ddc280e,5069ef79-3603-40c9-9c4f-306050b32d16,11,You wrote me.,tašpuram,ta-áš-pu-ram,6,12,2.0,1,1
BIN 6 98 (NBC 3733),45e74328-5bbf-acce-a65e-c8fe6ddc280e,9cfbe850-2c1a-48a6-ae43-dbc5bb9b9b2c,13,"""Write down the silver ... the exchange value of your shipment so that I may read it.",umma,um-ma,7,15,3.0,1,1
Belleten 40 179 (Bursa 3774),cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,3c38e8a7-1817-44c1-aba0-b2e4a9217a23,3,Šū-Kūbim owes Idī-Ištar 1/2 mina 1/3 shekel refined silver.,manā,ma-na,2,8,1.0,1,1
Belleten 40 179 (Bursa 3774),cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,0a525e80-436f-4ef1-8434-a7bb29018d08,21,He will pay 1 shekel per month from the ḫamuštum ša Ūraya and Kurub-Ištar.,ištu,is-tù,11,23,5.0,1,1
Belleten 40 179 (Bursa 3774),cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,5f8a49c3-ff51-45a3-8a3e-e1e1955dc478,41,Year: Āl-ṭab,līmum,li-mu-um,22,43,9.0,1,1
Belleten 40 179 (Bursa 3774),cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,a85164b9-7db3-42dc-9b40-f9424f8c8051,45,Month: ša kēnātim,warḫum,ITU.KAM,24,47,11.0,2,1
Belleten 40 179 (Bursa 3774),cfa70ea2-f360-4d3d-b5ab-f3145cb368f2,91b40d04-e6c8-4941-ba95-63bee021e8f7,52,"Witnesses: Aššur-tukultī, Aššur-muttabbil",maḫar,IGI,27,54,12.0,3,1
Boston; Owen,4dd5f4de-b5aa-420a-8771-70f6609f227a,54378fb8-9891-491f-8563-65e692b37831,3,To Puzur-Aššur from Adad-ṣulūlī:,ana,a-na,1,5,1.0,1,1
CCT 1 10a (BM 113571),da77e593-329b-45e2-b60f-6ac27e4486ae,e9732187-5c93-4638-8601-bd6305af2e41,3,Al-abim owes 13.667 shekels silver to Idī-Ištar. ,,GÍN,2,7,1.0,1,1
CCT 1 10a (BM 113571),da77e593-329b-45e2-b60f-6ac27e4486ae,800c4734-07e5-4bd3-ba62-eacc3f73b70d,14,Mit dem Silber wird er gehalten.,,iš-ti,8,16,4.0,1,1
CCT 1 10a (BM 113571),da77e593-329b-45e2-b60f-6ac27e4486ae,7c2de246-2a4d-4d0d-aaed-64c8f5b4c86b,90,"Witnesses: Ḫaraḫur s. Kikkidānum, Aššur-idī s. Šuli, Puzur-Aššur s. Abīya. ",,IGI,71,92,25.0,3,1
CCT 1 13a (BM 113505),2dc4ae35-c637-3a0b-ff7c-935ad1de5191,facb07f0-dcd3-43bc-96a4-0a6f5f411320,2,"As for the 15 minas silver by which Ikūnum is in debt to Amur-Šamaš and for which Pūšu-kēn is the guarantor, the tablet with the seals of Pūšu-kēn and Ikūnum is available in the house of Imdī-ilum among the t. and n. of Imdī-ilum.",Mana,ma-na,2,7,1.0,1,1
CCT 1 13a (BM 113505),2dc4ae35-c637-3a0b-ff7c-935ad1de5191,045b337f-ea1c-4ffc-9630-daef08bd4f26,43,"From the (account?) of Puzur-..., Saklia son of Šū-Ištar son of Napraka and Mannum-kī-Ištar son of Šū-Bēlum saw?.",Innā,i-na,26,45,10.0,1,1
CCT 1 13a (BM 113505),2dc4ae35-c637-3a0b-ff7c-935ad1de5191,e1553d37-1687-4f6d-993b-c34666815d65,69,"They (repeated?) and Il-bāni, Suen-rēʾī, and Aššur-nīšu, the sons of Amur-Ištar son of Amur-ilī, saw and placed it among the n. (and) t. from the open t. (and) sealed tablets of his father.",,iš-ni-ú-ma,41,71,15.0,3,1
CCT 1 13b (BM 113535),bcf16e38-87fa-cb78-cba7-47f95ebb8c14,58992022-48c9-4b5c-af31-33e188f77246,3,He borrowed(?) 2/3 minas gold worth of silver on me and we had sealed the sealed tablet with his seal concerning my matter.,,ma-na,2,9,1.0,1,1
CCT 1 13b (BM 113535),bcf16e38-87fa-cb78-cba7-47f95ebb8c14,8e963b0a-af6b-42a2-b13f-27b7b051e2ef,28,We entrusted the tablets (for) the remainder of the gold I owe.,,ší-tí,15,30,7.0,1,1
CCT 1 13b (BM 113535),bcf16e38-87fa-cb78-cba7-47f95ebb8c14,508e754f-4b63-484b-8cc7-23922699d228,37,"He said, ""Until I speak with you, you must also stand to take the 1 1/3 minas gold - your share, all of it,"" and he said, ""Regarding the 6 minas gold on hand, you take it.""",,um-ma,21,40,10.0,1,1
CCT 1 13b (BM 113535),bcf16e38-87fa-cb78-cba7-47f95ebb8c14,01071900-3a83-419f-8642-cf154367a518,76,"I said, ""From the things which Pūšu-kēn left, you will take our two shares(?)""",,um-ma,43,78,17.0,3,1
CCT 1 13b (BM 113535),bcf16e38-87fa-cb78-cba7-47f95ebb8c14,482ee552-5b1b-481b-bede-d392a79c1499,91,It is ... and half of the ... ,,šu-ut,52,93,21.0,3,1
CCT 1 15b (BM 113469),76b2484b-29f1-64d3-a032-511c50cbc7ed,28fddc4d-d6ab-e1a9-558b-679fcb7cda0a,30,Its textile belongs to Son of Kudadi,,TÚG.ḪI-tí-šu,18,31,6.0,1,1
CCT 1 15c (BM 113624),46d1e1ad-6000-b09b-6025-4d0c46760d96,eeac8c74-ccf4-48eb-a320-437ac6167979,3,I entrusted 1 2/3 minas silver under the seal of Lulu to Pūšu-kēn.,Mana,ma-na,2,8,1.0,1,1
CCT 1 15c (BM 113624),46d1e1ad-6000-b09b-6025-4d0c46760d96,b5549f4f-424a-454d-9f6c-665a14adeeec,19,Witness: Puzur-Aššūr son of Ilišu-daya son of Anali.,,IGI,10,21,5.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,fe1309a9-56e8-41c7-bc77-25453c8910ee,3,"The 4 packets constituting 1 talent silver, its excise added, its shipping charges satisfied are mine.",,né-pí-šu,2,8,1.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,1e32aab4-bd5e-4536-9fd9-8bc2d71aafce,22,The 1 packet constituting 15 minas silver is the ikrībū of Aššur.,,né-pí-šu-um,12,25,4.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,af5da03a-5368-474a-9399-93b2e2dd8206,34,"The one bundle constituting 1/2 mina 8 1/4 shekels, it's excise added and the excise of its excise belongs to my ikrībū.",,ri-ik-sú,20,37,6.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,5d21ea20-7869-400a-8eb8-2a76b1f163df,54,I placed the packet constituting 14 2/3 minas silver of Aššur-idī (with its?) shipping charges among my things.,,né-pí-šum,32,57,9.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,1bc00fa0-b58f-4d11-b824-26654faac164,69,"I placed the packet constituting 10 minas silver belonging to Pūšu-kēn and Enna-Suen, with its excise and shipping charges, among my things.",,né-pì-šu-um,43,72,12.0,1,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,0adb9ce6-ea7b-4a0b-a62f-b2ed7d43aef4,88,The bundle constituting 15 shekels silver is for Kulumaya.,,ri-ik-sú,58,91,16.0,3,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,be154218-9eee-41f7-947f-a70a2bc935fc,98,"The bundle, 10 shekels is for Anina son of x-x, x shekels is for Ennum-Aššur son of Anninum, 2 shekels is for Aššur-dān son of Ikūn-pīya.",,ri-ik-sú,64,101,18.0,3,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,fe42442a-f748-4ec1-ab1d-bd70ea005f43,135,I ...them all this.,,mì-ma,82,137,22.0,3,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,06b0a65e-3bd5-4657-aabe-527e5d5a4c72,142,"11 talḫadiʾātum textiles, 4 ..., 2 būritum-textiles?, 1 menunuʾānum-textile, 1 sack under my seals, (and) a warḫālum.",,TÚG.ḪI.A-tal-ḫa-dí-a-tum,87,145,23.0,3,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,7297af16-5516-44c0-8eae-5e49075b1c68,167,I entrusted all this to Dān-Aššur.,,mì-ma,103,169,29.0,3,1
CCT 1 16b (BM 113417),1f420e88-39d6-fc81-3df9-cce09e15f8ec,25cf78c9-3b00-414d-a030-787ba8f794f2,176,Witnesses: Puzur-Aššur son of Damutia and Ennu-Bēlum son of Šū-Laban.,,IGI,108,178,31.0,3,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,adbb59f4-e1f2-42d9-b9f1-60ed66f88948,3,"Idī-Suen purchased 7 talents 30 minas copper, the share of Pūšu-kēn from Ennam-Aššur for 1 1/3 minas (silver).",,GÚ,2,13,1.0,1,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,26a43994-39ae-4539-ae15-e073729339c2,31,The silver of Ennam-Aššur is satisfied.,,KÙ.BABBAR,15,33,6.0,1,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,2ac7fab0-6fcf-433f-94c7-ae3d80a2bd15,36,"Thereof, the investors of Puzur-Ištar retained 1 mina silver. ",,ŠÀ.BA,18,37,7.0,1,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,49dc2b9a-b43c-4aa4-818b-73746d0afda9,49,They settlted the surplus of the copper to Ennam-Aššur.,,ú-tù-ra-ú,26,51,12.0,3,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,ce7a2de9-78d7-4c78-9181-885b36d8cebf,59,"Ennam-Aššūr entrusted to Idī-Suen 1 talent 5 minas tin under the seal of Pūšu-kēn, 2 ",,GÚ,33,65,15.0,3,1
CCT 1 17a (BM 113499),55491afe-a082-b7ac-ed88-2efe755d6eb2,c2f0b67e-a49e-4549-809c-89c2128d78ca,93,"Witnesses: Ennum-Aššur, Dāyā.",,IGI,51,95,23.0,5,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,8d1fb967-eeaa-4480-9c65-ed79b776e71e,2,I shall receive 4 talents 28 minas copper to be secured in the colony office in Burušḫattum.,,GÚ,2,5,1.0,1,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,0c7f75ed-e51d-4082-9441-656248b8206f,22,I have deposited 1 ,,(TÚG)ku-ta-nam,15,25,5.0,1,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,a5009695-df7f-4074-81c2-df9836fc2fa0,30,"the 20 minas of copper, my transport tariff, Iddin-Ištar will claim from the colony;",Mana,ma-na,21,34,7.0,1,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,23c39671-f2fb-4ac5-b593-6a8950d64e15,40,Iddin-Ištar will receive 20 minas when the copper comes out;,Mana,ma-na,28,43,10.0,1,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,0434a4d7-1efc-4d39-a409-5ddcb7973184,48,38 minas of copper Kuzallum will receive;,Mana,ma-na,34,52,13.0,3,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,1514c545-b8bc-48e0-b4f7-7d7d7e753556,56,the rest of my copper amounts to 3 1/2 talents.,,ší-tí,38,57,15.0,3,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,ef591266-0193-4dcb-87d7-850a761d287a,63,"Thereof Aššur-ṭāb will receive 3 talents 10 minas, my fees.",,GÚ,44,66,17.0,3,1
CCT 1 19b (BM 113566),f6af4a38-990e-a4af-ccd2-3833811c2041,c6f23809-4485-41ee-a6ee-d49f68835966,74,7 kutānu-textiles and 4 minas 2 shekels of silver I left for Iddin-Ištar.,,(TÚG)ku-ta-ni,51,77,19.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,c9ba3fa0-9ab8-4762-8180-25ef718fd6bc,4,"Seals:  Kukuzi s. Ṣeḫr-ilī, Šar-Suen s. Ma-ni-a, Nāb-Suen s. Šū-Bēlim",,KIŠIB,1,6,1.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,a35295b9-c44c-4500-a612-7a75d0f41724,27,Nāb-Suen owes Aššur-mālik 27 minas refined silver.,,ma-na,14,31,4.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,4517af64-779c-41ac-a8ab-3d21c2ed13b9,41,"He will pay 10 weeks from the ḫamuštum ša Iddin-abim, month Kuzallu, year Innāya.",,iš-tù,21,43,6.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,f0314fca-6e1e-4c7b-a362-0ae7116e2f4f,61,If he does not pay he will add interest at the rate of 1 1/2 shekel per mina per month.,,šu-ma,33,63,9.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,237be328-e013-479d-adca-4eb26b2a4545,81,He will leave the silver and merchandise in the field (in Anatolia) in the name of Assur malik.,,KÙ.BABBAR,45,83,11.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,7e3e28e3-a0f7-4a30-9d2f-3aea8a00a644,91,The merchant will not entrust (the merchandise to anyone else).,,DAM.GÀR,52,92,13.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,9ad4cf1b-1e57-4b27-ac9d-80543261c0e4,98,"Seals: Nazi s. Amurru-bāni, Lā-qēpum s. Puzur-sadū'ē, ȃr-Suen s. Mania.",,KIŠIB,55,100,13.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,5b6f39f3-6fc3-480f-98fd-6396782b906e,121,Šar-Suen s. Ma-ni-a owes the merchant 5/6 mina refined silver.,,ma-na,68,125,16.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,c48966c8-1339-4455-b353-1481759f1a07,139,He will pay 4 weeks from the ḫamuštum of Iddin-abim.,,iš-tù,77,141,18.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,7479a05b-7ed5-4308-91c0-b7da86cc12ec,153,"If he does not pay (on time), he will add 1 1/2 shekels per mina per month as interest.",,šu-ma,85,155,21.0,1,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,38eef48a-145c-4f12-887d-cfcb50b1134b,176,"Seals of Pilaḫ-Aššur s. Aššur-nādā, Aššur-taklāku s. Ennānīa, Šū-Aššur s. Inaȟ-ilī.",,KIŠIB,97,178,24.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,2f0dc322-eebf-4b80-86d6-a0433eb7ba57,199,Šū-Aššur owes the merchant 1 mina refined silver.,,ma-na,110,203,27.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,249fd14a-620d-4d8f-9987-f2e82003be8d,213,"He will pay 22 weeks from the ˍmußtum of Iddin-abum, month Kanmwarta, eponym of Enna-Suen s. of the priest.",,iš-tù,117,215,29.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,a7cb0a30-38bb-441e-857e-05debe2807ab,235,"If he does not pay, he will add interest at the rate of 1 1/2 shekels per mina.",,šu-ma,130,237,33.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,4a44bdac-aedb-40fe-ba1f-82c2e25c1081,257,The bearer of the tablet is the merchant.,,wa-bi-il₅,142,259,35.0,3,1
CCT 1 1a envelope (BM 113275),1b94528b-fe70-f651-95d9-28c2651d54f4,40a59e44-be81-4939-9254-ae8805abfd34,263,They left a copy of the sealed tablet in the feild (Anatolia).,,me-eḫ-ru-um,146,265,37.0,3,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,c4e3bde0-66f7-43b8-a84f-2c1363572d10,2,"... silver ... and x minas 2 shekels silver belonging to Buzutaya, we returned to him.",,…,1,3,1.0,1,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,c087bb28-d28b-4ef1-a620-d5247db924f1,28,"From the 1 talent 4 minas tin, 6 minas silver belonging to Ṣilli-Ištar, from 2 talents 1 mina tin, 5 minas 48 2/3 shekels silver belonging to Itur-Suen; from 2 talents of tin from Ilī-ālum, 8 minas 27 shekels, within it 16 shekels for the driver we deducted.",Mana,ma-na,21,33,6.0,1,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,231a423f-0280-4f99-8541-f1e1f5004d66,84,"17 1/2 shekels Ikūnum, 21 shekels, the price of a donkey, to Mannum-bālum-Aššur, 4 minas 49 3/4 shekels to Amur-Ištar, 1 mina to Šalim-Aššur, ... from the goods of Buzutaya and of Ilī-ālum we deducted.",,GÍN,55,87,13.0,1,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,1fad539d-b733-4503-b2b3-021a29b818c9,117,"In total, Pūšu-kēn owes 39 minas 25 shekels.",,ŠU.NÍGIN,80,118,21.0,3,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,f0e5b2fa-231e-4a86-ac69-39319b2ee37a,129,"49 kutānum textiles in the house of Ennānum, 5 minas hand tin with Aššur-imittī, 3 kutānum textiles belonging to the merchant are in his account/share.",,ku-ta-nu,89,132,23.0,3,1
CCT 1 20a (BM 113326),e7e26a46-0e7d-22cd-2fbb-2373f3e07e7f,8050c7db-628e-4a81-b96b-6cb1d7f895d3,153,Pūšu-kēn left all this.,,mì-ma,104,155,27.0,3,1
CCT 1 22a (BM 113425),75ec2418-612d-bea9-6267-95f5b70d112f,cb4bcc78-3eb8-4be4-ac72-9dfabb1e0bb3,3,"Out of the 143 minas of copper which have been booked in the names of Kuzallum and Iddin-Ištar in Burušhaddum in the colony office 1 talent 2 minas, their transport tariff, they have deducted; 4 talents 28 minas to be secured Aššur-nādā will receive.",Innā,i-na,1,4,1.0,1,1
CCT 1 22a (BM 113425),75ec2418-612d-bea9-6267-95f5b70d112f,035ef5dd-858b-4443-884b-5ee6328515b2,45,1 ,,(TÚG)ku-ta-nam,32,48,12.0,3,1
CCT 1 22a (BM 113425),75ec2418-612d-bea9-6267-95f5b70d112f,40c5342b-3345-46ed-b04e-693677ed9e4b,58,1 talent 23 minas were not available; thereof Aššur-ṭāb will receive 3 talents 10 minas of my fees.,,a-dí,40,59,15.0,3,1
CCT 1 24b (BM 113449),043e441b-8829-0efc-2e4a-51d8b7d85c86,794a36f4-3dea-4580-bca7-d32a5a410fc8,3,"Of the 326 textiles belonging to Kurub-Ištar-including (for) the wrapping-(plus) 10 Akkadian textiles, 9 kutānu-textiles belonging to Aššur-nādā 6 textiles belonging to the packer, 66 textiles belonging to Iṣmid-ilum in all: 417 textiles thereof: x textiles of good quality of those belonging to Iṣmid-ilum, x Akkadian textiles, 60 [+ x] textiles belonging to Kurub-Ištar, 6 kutānu-textiles belonging to Aššur-nādā; in all: 142 textiles.",,i-na,1,4,1.0,1,1
CCT 1 24b (BM 113449),043e441b-8829-0efc-2e4a-51d8b7d85c86,75e437c1-ee69-4fc2-ac81-f5697d2ecfc8,68,8 talents 40 minas of tin under Kurub-Ištar's seal; 10? donkeys have gone on the smugglers' road; we entrusted 7 donkeys to him here.,,GÚ,52,71,11.0,1,1
CCT 1 24b (BM 113449),043e441b-8829-0efc-2e4a-51d8b7d85c86,b553da71-4516-4d3a-895e-ff8cd6e680d6,91,"10 textiles are left in Dadānim; we gave 1 kusītu-textile to the enterprise; we gave 1 kutānu-textile (in compensation) for losses; the rest of the textiles, 262 textiles, have entered the palace.",,TÚG,69,94,15.0,3,1
CCT 1 26c (BM 113619),5642660d-41de-4635-e221-2601db3000e5,17cf6209-8d34-4d1e-a8fd-6f0cb37fbd2e,32,I owe 9 sacks and 2 seah grain to Puzur-Aššur.,,na-ru-uq,21,37,9.0,3,1
CCT 1 35 (BM 113550),3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,c8ab3093-1ef5-45b5-aa53-142cbdd3d407,3,"Ušur-ša-Aššur took 1 minas silver-the share of our father, 1 mina-my share, and 30 minas wool-worth 28 minas 53 1/2 shekels from the caravan of Pūšu-kēn in Karpata and Al-āḫum wrote his tablet.",,ma-na,2,10,1.0,1,1
CCT 1 35 (BM 113550),3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,997aa681-5360-4726-937e-bccf3ac7320f,52,"Al-āḫum holds his sealed tablet, which will go to the interest. ",,ṭup-pu-šu,29,55,10.0,1,1
CCT 1 35 (BM 113550),3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,d13c78b1-c988-48ed-917c-97b90638c604,65,"1 mina silver-beʾulātum, 7 shekels silver-price of the kusītum-garment, 1 black donkey which Idī-Ištar left, and 40 minas ṣaḫirum-copper-the remainder of my copper--all this is with Aššur-idī son of Mumulānum.",,ma-na,38,71,14.0,2,1
CCT 1 35 (BM 113550),3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,9a9edd14-84b4-418b-8d06-471637d2afc2,122,Hulupa took 10 1/2 shekels silver belonging to Ganua for the purpose of a ,,GÍN,70,127,24.0,3,1
CCT 1 35 (BM 113550),3f76f1f9-c0a8-0484-0d4c-5f23ba93f5ed,20febe96-7f9e-4b66-b031-5b5ec7d22724,137,"2 minas silver and its interest, and 6 shekels silver from when they went on the smuggler's route is with Adad-bāni son of Budādum.",,ma-na,79,143,27.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,5a920b01-9201-4acd-a69e-31934b5ba60b,4,"Seals: Ištar-pālil s. Šū-Kūbim, Šumī-abiya s. Aššur-nīšu, Aḫu-waqar s. Šū-Ištar, Lipit-Anim s. Lālim.",,KIŠIB,1,6,1.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,fec7707f-8cc7-46a0-8789-2220ec3f3249,34,The colony owes Enlil-bāni 8 minas 18 2/3 shekels refined silver for the price of the textiles from the caravan of Ikuppīya.,,ma-na,18,40,4.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,a9507465-c648-4e37-8bcc-2584858effaf,60,"From the ḫamuštum of Šū-Ištar, (month) Qarrātim, eponymate of Enna-Suen s. Šū-Ištar he has 6 weeks to pay.",,iš-tù,31,62,7.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,2885165b-91f0-4e24-92cd-2ec3a30bb163,83,If he does not pay 2/3 shekels 15 measures of grain will be added per mina in interest.,,šu-ma,45,85,11.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,dd2a7851-b03a-4467-9614-5c6e08861013,107,Eponymate of Aḫu-waqar and Lipit-Anim,,li-mu-ú,59,109,13.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,a78f3b9d-7adf-47b7-9a59-f7597f4915de,116,Seal of the colony of Kaneš,,KIŠIB,63,118,14.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,50ad6f60-4061-4661-92a6-87297f659f54,123,3 2/3 minas refined silver of the 12 mina payment of Aššur-mālik to the colony have been paid.,,ma-na,67,127,15.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,abea944d-87d3-4787-a466-b4119b95e1ad,144,"From the ḫamuštum of Innāya s. Amurāya, (month) Allānātim, eponymate Aššur-mālik 2 shekels per mina per month will be added in interest.",,iš-tù,78,146,18.0,1,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,931b706b-038d-4387-b5cd-e9477f3efd5a,175,"Seals: Innāya s. Elāli, Ennum-Aššur s. Šalmaḫ, Aššur-taklāku s. Al-aḫim, Kulumaya s. Aššur-imittī, Aššur-nimrī s. Idī-Suen.",,KIŠIB,97,177,23.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,5d46ec49-40f0-4cea-8f1a-5587512e9841,212,The colony of Enlil-bāni owes 2 mina 13 shekels refined silver.,,ma-na,118,217,28.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,3b373759-d3ce-49bc-bda5-926f078cd644,230,"From the ḫamuštum of Mannum-bālum-Aššur, month of sarrātm, eponymate after Iddin-aḫim he must pay.",,iš-tù,127,232,30.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,8e782793-15eb-4967-9ef8-fd9dfe30c13f,253,If he does not pay 2/3 shekels 15 measures of grain per month per mina will be added in interest.,,šu-ma,141,255,33.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,b71287c5-dc7e-48ba-aba1-599025f198c0,278,"Like the colony of Innāya, Ennum-Aššur and Aššur-taklāku will take the silver.",,ki-ma,155,279,36.0,3,1
CCT 1 4 envelope (BM 113280),4bd5afec-6ad6-70c1-f6b9-5a84e9fad7e8,02b5bb8c-1244-4004-9c46-3a11b2db7b59,290,"Seals: Adada s. Amur-Ištar, Šū-Ištar s. Šukatim, Aššur-ṭāb s. Ennamānum",,KIŠIB,163,292,38.0,3,1
